item_number,item_name,line_build_id,procedures_step_order,sub_steps_order,procedures_activity,procedures_appliance,sub_steps_title,sub_steps_related_item_number,apply_option_id,apply_option_value_id,restaurant_id
8002212,"Broccoli Rabe & Sausage Round Pizza, Di Fara 3.0",59982bbf-86ee-4d44-9465-568921d45226,4,5,GARNISH,,"(10-12 ea) Basil Leaves, Tear & Sprinkle",4000504,,,8f376299-d792-4f60-90c3-ee5e04a4afb4
8002212,"Broccoli Rabe & Sausage Round Pizza, Di Fara 3.0",59982bbf-86ee-4d44-9465-568921d45226,4,5,GARNISH,,"(10-12 ea) Basil Leaves, Tear & Sprinkle",4000504,,,c3576957-2cf4-4895-86ee-94ccb330ff32
8002212,"Broccoli Rabe & Sausage Round Pizza, Di Fara 3.0",59982bbf-86ee-4d44-9465-568921d45226,4,5,GARNISH,,"(10-12 ea) Basil Leaves, Tear & Sprinkle",4000504,,,62bbb259-829b-4792-8c3a-f5cff6043c7e
8002212,"Broccoli Rabe & Sausage Round Pizza, Di Fara 3.0",59982bbf-86ee-4d44-9465-568921d45226,4,5,GARNISH,,"(10-12 ea) Basil Leaves, Tear & Sprinkle",4000504,,,24044196-482d-46c5-aecf-ee308bdb9381
8002212,"Broccoli Rabe & Sausage Round Pizza, Di Fara 3.0",59982bbf-86ee-4d44-9465-568921d45226,4,5,GARNISH,,"(10-12 ea) Basil Leaves, Tear & Sprinkle",4000504,,,eeb39663-8fea-4773-a1ff-f5ac0f4c1525
8002212,"Broccoli Rabe & Sausage Round Pizza, Di Fara 3.0",59982bbf-86ee-4d44-9465-568921d45226,4,5,GARNISH,,"(10-12 ea) Basil Leaves, Tear & Sprinkle",4000504,,,b3f5cb04-8643-4c8a-a17b-c65f7f8ef50e
8002212,"Broccoli Rabe & Sausage Round Pizza, Di Fara 3.0",59982bbf-86ee-4d44-9465-568921d45226,4,5,GARNISH,,"(10-12 ea) Basil Leaves, Tear & Sprinkle",4000504,,,823d7bf0-837e-4857-a64d-5fa0a4a5ee24
8002212,"Broccoli Rabe & Sausage Round Pizza, Di Fara 3.0",59982bbf-86ee-4d44-9465-568921d45226,4,5,GARNISH,,"(10-12 ea) Basil Leaves, Tear & Sprinkle",4000504,,,5df801af-419a-46e6-8f60-5b1836593cbf
8002212,"Broccoli Rabe & Sausage Round Pizza, Di Fara 3.0",59982bbf-86ee-4d44-9465-568921d45226,4,5,GARNISH,,"(10-12 ea) Basil Leaves, Tear & Sprinkle",4000504,,,d0364a86-7047-429b-8d0e-60ee42072246
8002212,"Broccoli Rabe & Sausage Round Pizza, Di Fara 3.0",59982bbf-86ee-4d44-9465-568921d45226,4,5,GARNISH,,"(10-12 ea) Basil Leaves, Tear & Sprinkle",4000504,,,afe3c868-b749-4e12-a353-349829cf0bd7
8002212,"Broccoli Rabe & Sausage Round Pizza, Di Fara 3.0",59982bbf-86ee-4d44-9465-568921d45226,4,5,GARNISH,,"(10-12 ea) Basil Leaves, Tear & Sprinkle",4000504,,,b7afaefa-7ad5-4251-94a3-67c561b21f09
8002212,"Broccoli Rabe & Sausage Round Pizza, Di Fara 3.0",59982bbf-86ee-4d44-9465-568921d45226,4,5,GARNISH,,"(10-12 ea) Basil Leaves, Tear & Sprinkle",4000504,,,c23de73a-8de6-4b73-ace5-b9f9f7b71b82
8002212,"Broccoli Rabe & Sausage Round Pizza, Di Fara 3.0",59982bbf-86ee-4d44-9465-568921d45226,4,6,GARNISH,,No Basil,,,,823d7bf0-837e-4857-a64d-5fa0a4a5ee24
8002212,"Broccoli Rabe & Sausage Round Pizza, Di Fara 3.0",59982bbf-86ee-4d44-9465-568921d45226,4,6,GARNISH,,No Basil,,,,c3576957-2cf4-4895-86ee-94ccb330ff32
8002212,"Broccoli Rabe & Sausage Round Pizza, Di Fara 3.0",59982bbf-86ee-4d44-9465-568921d45226,4,6,GARNISH,,No Basil,,,,afe3c868-b749-4e12-a353-349829cf0bd7
8002212,"Broccoli Rabe & Sausage Round Pizza, Di Fara 3.0",59982bbf-86ee-4d44-9465-568921d45226,4,6,GARNISH,,No Basil,,,,eeb39663-8fea-4773-a1ff-f5ac0f4c1525
8002212,"Broccoli Rabe & Sausage Round Pizza, Di Fara 3.0",59982bbf-86ee-4d44-9465-568921d45226,4,6,GARNISH,,No Basil,,,,c1afe552-9800-4926-837f-859a28de0eca
8002212,"Broccoli Rabe & Sausage Round Pizza, Di Fara 3.0",59982bbf-86ee-4d44-9465-568921d45226,4,6,GARNISH,,No Basil,,,,c23de73a-8de6-4b73-ace5-b9f9f7b71b82
8002212,"Broccoli Rabe & Sausage Round Pizza, Di Fara 3.0",59982bbf-86ee-4d44-9465-568921d45226,4,6,GARNISH,,No Basil,,,,8f376299-d792-4f60-90c3-ee5e04a4afb4
8002212,"Broccoli Rabe & Sausage Round Pizza, Di Fara 3.0",59982bbf-86ee-4d44-9465-568921d45226,4,6,GARNISH,,No Basil,,,,24044196-482d-46c5-aecf-ee308bdb9381
8002212,"Broccoli Rabe & Sausage Round Pizza, Di Fara 3.0",59982bbf-86ee-4d44-9465-568921d45226,4,6,GARNISH,,No Basil,,,,b7afaefa-7ad5-4251-94a3-67c561b21f09
8002212,"Broccoli Rabe & Sausage Round Pizza, Di Fara 3.0",59982bbf-86ee-4d44-9465-568921d45226,4,6,GARNISH,,No Basil,,,,5df801af-419a-46e6-8f60-5b1836593cbf
8002212,"Broccoli Rabe & Sausage Round Pizza, Di Fara 3.0",59982bbf-86ee-4d44-9465-568921d45226,4,6,GARNISH,,No Basil,,,,b3f5cb04-8643-4c8a-a17b-c65f7f8ef50e
8002212,"Broccoli Rabe & Sausage Round Pizza, Di Fara 3.0",59982bbf-86ee-4d44-9465-568921d45226,4,6,GARNISH,,No Basil,,,,d0364a86-7047-429b-8d0e-60ee42072246
8002212,"Broccoli Rabe & Sausage Round Pizza, Di Fara 3.0",59982bbf-86ee-4d44-9465-568921d45226,4,6,GARNISH,,No Basil,,,,62bbb259-829b-4792-8c3a-f5cff6043c7e
8002212,"Broccoli Rabe & Sausage Round Pizza, Di Fara 3.0",59982bbf-86ee-4d44-9465-568921d45226,4,6,GARNISH,,No Basil,,,,f7995295-e83b-4fa8-9554-e845839e732d
8002212,"Broccoli Rabe & Sausage Round Pizza, Di Fara 3.0",59982bbf-86ee-4d44-9465-568921d45226,5,1,VEND,,(2 ea) Chili Flake Packets,,,,c23de73a-8de6-4b73-ace5-b9f9f7b71b82
8002212,"Broccoli Rabe & Sausage Round Pizza, Di Fara 3.0",59982bbf-86ee-4d44-9465-568921d45226,5,1,VEND,,(2 ea) Chili Flake Packets,,,,c3576957-2cf4-4895-86ee-94ccb330ff32
8002212,"Broccoli Rabe & Sausage Round Pizza, Di Fara 3.0",59982bbf-86ee-4d44-9465-568921d45226,5,1,VEND,,(2 ea) Chili Flake Packets,,,,afe3c868-b749-4e12-a353-349829cf0bd7
8002212,"Broccoli Rabe & Sausage Round Pizza, Di Fara 3.0",59982bbf-86ee-4d44-9465-568921d45226,5,1,VEND,,(2 ea) Chili Flake Packets,,,,823d7bf0-837e-4857-a64d-5fa0a4a5ee24
8002212,"Broccoli Rabe & Sausage Round Pizza, Di Fara 3.0",59982bbf-86ee-4d44-9465-568921d45226,5,1,VEND,,(2 ea) Chili Flake Packets,,,,eeb39663-8fea-4773-a1ff-f5ac0f4c1525
8002212,"Broccoli Rabe & Sausage Round Pizza, Di Fara 3.0",59982bbf-86ee-4d44-9465-568921d45226,5,1,VEND,,(2 ea) Chili Flake Packets,,,,b3f5cb04-8643-4c8a-a17b-c65f7f8ef50e
8002212,"Broccoli Rabe & Sausage Round Pizza, Di Fara 3.0",59982bbf-86ee-4d44-9465-568921d45226,5,1,VEND,,(2 ea) Chili Flake Packets,,,,5df801af-419a-46e6-8f60-5b1836593cbf
8002212,"Broccoli Rabe & Sausage Round Pizza, Di Fara 3.0",59982bbf-86ee-4d44-9465-568921d45226,5,1,VEND,,(2 ea) Chili Flake Packets,,,,f7995295-e83b-4fa8-9554-e845839e732d
8002212,"Broccoli Rabe & Sausage Round Pizza, Di Fara 3.0",59982bbf-86ee-4d44-9465-568921d45226,5,1,VEND,,(2 ea) Chili Flake Packets,,,,8f376299-d792-4f60-90c3-ee5e04a4afb4
8002212,"Broccoli Rabe & Sausage Round Pizza, Di Fara 3.0",59982bbf-86ee-4d44-9465-568921d45226,5,1,VEND,,(2 ea) Chili Flake Packets,,,,d0364a86-7047-429b-8d0e-60ee42072246
8002212,"Broccoli Rabe & Sausage Round Pizza, Di Fara 3.0",59982bbf-86ee-4d44-9465-568921d45226,5,1,VEND,,(2 ea) Chili Flake Packets,,,,62bbb259-829b-4792-8c3a-f5cff6043c7e
8002212,"Broccoli Rabe & Sausage Round Pizza, Di Fara 3.0",59982bbf-86ee-4d44-9465-568921d45226,5,1,VEND,,(2 ea) Chili Flake Packets,,,,24044196-482d-46c5-aecf-ee308bdb9381
8002212,"Broccoli Rabe & Sausage Round Pizza, Di Fara 3.0",59982bbf-86ee-4d44-9465-568921d45226,5,1,VEND,,(2 ea) Chili Flake Packets,,,,b7afaefa-7ad5-4251-94a3-67c561b21f09
8002212,"Broccoli Rabe & Sausage Round Pizza, Di Fara 3.0",59982bbf-86ee-4d44-9465-568921d45226,5,1,VEND,,(2 ea) Chili Flake Packets,,,,c1afe552-9800-4926-837f-859a28de0eca
8002212,"Broccoli Rabe & Sausage Round Pizza, Di Fara 3.0",59982bbf-86ee-4d44-9465-568921d45226,6,1,COMPLETE,,Place in Bag,9001246,,,b7afaefa-7ad5-4251-94a3-67c561b21f09
8002212,"Broccoli Rabe & Sausage Round Pizza, Di Fara 3.0",59982bbf-86ee-4d44-9465-568921d45226,6,1,COMPLETE,,Place in Bag,9001246,,,24044196-482d-46c5-aecf-ee308bdb9381
8002212,"Broccoli Rabe & Sausage Round Pizza, Di Fara 3.0",59982bbf-86ee-4d44-9465-568921d45226,6,1,COMPLETE,,Place in Bag,9001246,,,8f376299-d792-4f60-90c3-ee5e04a4afb4
8002212,"Broccoli Rabe & Sausage Round Pizza, Di Fara 3.0",59982bbf-86ee-4d44-9465-568921d45226,6,1,COMPLETE,,Place in Bag,9001246,,,d0364a86-7047-429b-8d0e-60ee42072246
8002212,"Broccoli Rabe & Sausage Round Pizza, Di Fara 3.0",59982bbf-86ee-4d44-9465-568921d45226,6,1,COMPLETE,,Place in Bag,9001246,,,c1afe552-9800-4926-837f-859a28de0eca
8002212,"Broccoli Rabe & Sausage Round Pizza, Di Fara 3.0",59982bbf-86ee-4d44-9465-568921d45226,6,1,COMPLETE,,Place in Bag,9001246,,,823d7bf0-837e-4857-a64d-5fa0a4a5ee24
8002212,"Broccoli Rabe & Sausage Round Pizza, Di Fara 3.0",59982bbf-86ee-4d44-9465-568921d45226,6,1,COMPLETE,,Place in Bag,9001246,,,c23de73a-8de6-4b73-ace5-b9f9f7b71b82
8002212,"Broccoli Rabe & Sausage Round Pizza, Di Fara 3.0",59982bbf-86ee-4d44-9465-568921d45226,6,1,COMPLETE,,Place in Bag,9001246,,,f7995295-e83b-4fa8-9554-e845839e732d
8002212,"Broccoli Rabe & Sausage Round Pizza, Di Fara 3.0",59982bbf-86ee-4d44-9465-568921d45226,6,1,COMPLETE,,Place in Bag,9001246,,,62bbb259-829b-4792-8c3a-f5cff6043c7e
8002212,"Broccoli Rabe & Sausage Round Pizza, Di Fara 3.0",59982bbf-86ee-4d44-9465-568921d45226,6,1,COMPLETE,,Place in Bag,9001246,,,b3f5cb04-8643-4c8a-a17b-c65f7f8ef50e
8002212,"Broccoli Rabe & Sausage Round Pizza, Di Fara 3.0",59982bbf-86ee-4d44-9465-568921d45226,6,1,COMPLETE,,Place in Bag,9001246,,,eeb39663-8fea-4773-a1ff-f5ac0f4c1525
8002212,"Broccoli Rabe & Sausage Round Pizza, Di Fara 3.0",59982bbf-86ee-4d44-9465-568921d45226,6,1,COMPLETE,,Place in Bag,9001246,,,5df801af-419a-46e6-8f60-5b1836593cbf
8002212,"Broccoli Rabe & Sausage Round Pizza, Di Fara 3.0",59982bbf-86ee-4d44-9465-568921d45226,6,1,COMPLETE,,Place in Bag,9001246,,,c3576957-2cf4-4895-86ee-94ccb330ff32
8002212,"Broccoli Rabe & Sausage Round Pizza, Di Fara 3.0",59982bbf-86ee-4d44-9465-568921d45226,6,1,COMPLETE,,Place in Bag,9001246,,,afe3c868-b749-4e12-a353-349829cf0bd7
8002212,"Broccoli Rabe & Sausage Round Pizza, Di Fara 3.0",b32d97a0-c3a1-409b-b196-6caaee603e63,1,6,GARNISH,,6oz Crumbled Sausage,4000530,,,
8002212,"Broccoli Rabe & Sausage Round Pizza, Di Fara 3.0",b32d97a0-c3a1-409b-b196-6caaee603e63,3,1,COOK,TURBO_OVEN,Broccoli Rabe & Sausage Round,,,,
8002212,"Broccoli Rabe & Sausage Round Pizza, Di Fara 3.0",b32d97a0-c3a1-409b-b196-6caaee603e63,4,5,GARNISH,,"(10-12 ea) Basil Leaves, Tear & Sprinkle",4000504,,,
8002212,"Broccoli Rabe & Sausage Round Pizza, Di Fara 3.0",b32d97a0-c3a1-409b-b196-6caaee603e63,6,1,COMPLETE,,Place in Bag,9001246,,,
8002223,"Beet & Citrus Salad, Bankside",97929696-2b00-4788-840e-122a751cc58b,1,1,GARNISH,,Beet & Citrus Salad [Kit],8805836,,,
8002223,"Beet & Citrus Salad, Bankside",97929696-2b00-4788-840e-122a751cc58b,1,6,GARNISH,, Peri Cashews,4000261,,,
8002223,"Beet & Citrus Salad, Bankside",97929696-2b00-4788-840e-122a751cc58b,2,1,COMPLETE,,Beet & Citrus Salad,9000061,,,
8002611,"Peri Peri Chicken Sandwich, Bankside",8f3e71a7-8c4f-4b63-ba95-4a32fc1f6fe1,1,1,COOK,FRYER,"(1 ea) Chicken Filet, Breaded",,,,
8002611,"Peri Peri Chicken Sandwich, Bankside",8f3e71a7-8c4f-4b63-ba95-4a32fc1f6fe1,1,2,COOK,FRYER,POST COOK: Chicken + (3 Pt) Peri Peri Sauce,4000487,,,
8002611,"Peri Peri Chicken Sandwich, Bankside",8f3e71a7-8c4f-4b63-ba95-4a32fc1f6fe1,1,3,COOK,FRYER,No Peri Peri Sauce,,,,
8002611,"Peri Peri Chicken Sandwich, Bankside",8f3e71a7-8c4f-4b63-ba95-4a32fc1f6fe1,3,2,GARNISH,,(2 Pinch) Cabbage Slaw - Bottom Bun,4000291,,,
8002611,"Peri Peri Chicken Sandwich, Bankside",8f3e71a7-8c4f-4b63-ba95-4a32fc1f6fe1,4,1,COMPLETE,,Peri Peri Chicken Sandwich,9001638,,,
8002611,"Peri Peri Chicken Sandwich, Bankside",f5312c6c-b64c-4ec3-8b7d-670ffc4961f5,1,1,COOK,FRYER,"(1 ea) Chicken Filet, Breaded",,,,44fad46a-9d93-45b8-8e42-70a00ac03cca
8002611,"Peri Peri Chicken Sandwich, Bankside",f5312c6c-b64c-4ec3-8b7d-670ffc4961f5,1,1,COOK,FRYER,"(1 ea) Chicken Filet, Breaded",,,,b7ba2f40-fcc7-420b-91ea-38a053d79a28
8002611,"Peri Peri Chicken Sandwich, Bankside",f5312c6c-b64c-4ec3-8b7d-670ffc4961f5,1,1,COOK,FRYER,"(1 ea) Chicken Filet, Breaded",,,,c6ac6116-b56c-4eea-a434-98a461c75344
8002611,"Peri Peri Chicken Sandwich, Bankside",f5312c6c-b64c-4ec3-8b7d-670ffc4961f5,1,1,COOK,FRYER,"(1 ea) Chicken Filet, Breaded",,,,f9c0980c-1e58-4c90-9859-5b7d4747ba18
8002611,"Peri Peri Chicken Sandwich, Bankside",f5312c6c-b64c-4ec3-8b7d-670ffc4961f5,1,1,COOK,FRYER,"(1 ea) Chicken Filet, Breaded",,,,91338d59-1267-4db7-aaa7-fa028b13abd9
8002611,"Peri Peri Chicken Sandwich, Bankside",f5312c6c-b64c-4ec3-8b7d-670ffc4961f5,1,1,COOK,FRYER,"(1 ea) Chicken Filet, Breaded",,,,b5c1ff90-3261-416d-93ca-b1974308fd79
8002611,"Peri Peri Chicken Sandwich, Bankside",f5312c6c-b64c-4ec3-8b7d-670ffc4961f5,1,1,COOK,FRYER,"(1 ea) Chicken Filet, Breaded",,,,b330c9fd-a5fa-49b5-b249-375f4823d0b5
8002611,"Peri Peri Chicken Sandwich, Bankside",f5312c6c-b64c-4ec3-8b7d-670ffc4961f5,1,1,COOK,FRYER,"(1 ea) Chicken Filet, Breaded",,,,6688bcad-3add-408c-965c-ae1ecd0d9586
8002611,"Peri Peri Chicken Sandwich, Bankside",f5312c6c-b64c-4ec3-8b7d-670ffc4961f5,1,1,COOK,FRYER,"(1 ea) Chicken Filet, Breaded",,,,9188819b-fd03-4fec-948c-b216d1bfcb5f
8002611,"Peri Peri Chicken Sandwich, Bankside",f5312c6c-b64c-4ec3-8b7d-670ffc4961f5,1,2,COOK,FRYER,POST COOK: Chicken + (3 Pt) Peri Peri Sauce,4000487,,,f9c0980c-1e58-4c90-9859-5b7d4747ba18
8002611,"Peri Peri Chicken Sandwich, Bankside",f5312c6c-b64c-4ec3-8b7d-670ffc4961f5,1,2,COOK,FRYER,POST COOK: Chicken + (3 Pt) Peri Peri Sauce,4000487,,,9188819b-fd03-4fec-948c-b216d1bfcb5f
8002611,"Peri Peri Chicken Sandwich, Bankside",f5312c6c-b64c-4ec3-8b7d-670ffc4961f5,1,2,COOK,FRYER,POST COOK: Chicken + (3 Pt) Peri Peri Sauce,4000487,,,b5c1ff90-3261-416d-93ca-b1974308fd79
8002611,"Peri Peri Chicken Sandwich, Bankside",f5312c6c-b64c-4ec3-8b7d-670ffc4961f5,1,2,COOK,FRYER,POST COOK: Chicken + (3 Pt) Peri Peri Sauce,4000487,,,91338d59-1267-4db7-aaa7-fa028b13abd9
8002611,"Peri Peri Chicken Sandwich, Bankside",f5312c6c-b64c-4ec3-8b7d-670ffc4961f5,1,2,COOK,FRYER,POST COOK: Chicken + (3 Pt) Peri Peri Sauce,4000487,,,6688bcad-3add-408c-965c-ae1ecd0d9586
8002611,"Peri Peri Chicken Sandwich, Bankside",f5312c6c-b64c-4ec3-8b7d-670ffc4961f5,1,2,COOK,FRYER,POST COOK: Chicken + (3 Pt) Peri Peri Sauce,4000487,,,b330c9fd-a5fa-49b5-b249-375f4823d0b5
8002611,"Peri Peri Chicken Sandwich, Bankside",f5312c6c-b64c-4ec3-8b7d-670ffc4961f5,1,2,COOK,FRYER,POST COOK: Chicken + (3 Pt) Peri Peri Sauce,4000487,,,44fad46a-9d93-45b8-8e42-70a00ac03cca
8002611,"Peri Peri Chicken Sandwich, Bankside",f5312c6c-b64c-4ec3-8b7d-670ffc4961f5,1,2,COOK,FRYER,POST COOK: Chicken + (3 Pt) Peri Peri Sauce,4000487,,,c6ac6116-b56c-4eea-a434-98a461c75344
8002611,"Peri Peri Chicken Sandwich, Bankside",f5312c6c-b64c-4ec3-8b7d-670ffc4961f5,1,2,COOK,FRYER,POST COOK: Chicken + (3 Pt) Peri Peri Sauce,4000487,,,b7ba2f40-fcc7-420b-91ea-38a053d79a28
8002611,"Peri Peri Chicken Sandwich, Bankside",f5312c6c-b64c-4ec3-8b7d-670ffc4961f5,1,3,COOK,FRYER,No Peri Peri Sauce,,,,f9c0980c-1e58-4c90-9859-5b7d4747ba18
8002611,"Peri Peri Chicken Sandwich, Bankside",f5312c6c-b64c-4ec3-8b7d-670ffc4961f5,1,3,COOK,FRYER,No Peri Peri Sauce,,,,44fad46a-9d93-45b8-8e42-70a00ac03cca
8002611,"Peri Peri Chicken Sandwich, Bankside",f5312c6c-b64c-4ec3-8b7d-670ffc4961f5,1,3,COOK,FRYER,No Peri Peri Sauce,,,,9188819b-fd03-4fec-948c-b216d1bfcb5f
8002611,"Peri Peri Chicken Sandwich, Bankside",f5312c6c-b64c-4ec3-8b7d-670ffc4961f5,1,3,COOK,FRYER,No Peri Peri Sauce,,,,b5c1ff90-3261-416d-93ca-b1974308fd79
8002611,"Peri Peri Chicken Sandwich, Bankside",f5312c6c-b64c-4ec3-8b7d-670ffc4961f5,1,3,COOK,FRYER,No Peri Peri Sauce,,,,b330c9fd-a5fa-49b5-b249-375f4823d0b5
8002611,"Peri Peri Chicken Sandwich, Bankside",f5312c6c-b64c-4ec3-8b7d-670ffc4961f5,1,3,COOK,FRYER,No Peri Peri Sauce,,,,c6ac6116-b56c-4eea-a434-98a461c75344
8002611,"Peri Peri Chicken Sandwich, Bankside",f5312c6c-b64c-4ec3-8b7d-670ffc4961f5,1,3,COOK,FRYER,No Peri Peri Sauce,,,,6688bcad-3add-408c-965c-ae1ecd0d9586
8002611,"Peri Peri Chicken Sandwich, Bankside",f5312c6c-b64c-4ec3-8b7d-670ffc4961f5,1,3,COOK,FRYER,No Peri Peri Sauce,,,,b7ba2f40-fcc7-420b-91ea-38a053d79a28
8002611,"Peri Peri Chicken Sandwich, Bankside",f5312c6c-b64c-4ec3-8b7d-670ffc4961f5,1,3,COOK,FRYER,No Peri Peri Sauce,,,,91338d59-1267-4db7-aaa7-fa028b13abd9
8002611,"Peri Peri Chicken Sandwich, Bankside",f5312c6c-b64c-4ec3-8b7d-670ffc4961f5,2,1,GARNISH,,Branded Greasepaper - 36oz Pulp Rectangle,,,,b5c1ff90-3261-416d-93ca-b1974308fd79
8002611,"Peri Peri Chicken Sandwich, Bankside",f5312c6c-b64c-4ec3-8b7d-670ffc4961f5,2,1,GARNISH,,Branded Greasepaper - 36oz Pulp Rectangle,,,,6688bcad-3add-408c-965c-ae1ecd0d9586
8002611,"Peri Peri Chicken Sandwich, Bankside",f5312c6c-b64c-4ec3-8b7d-670ffc4961f5,2,1,GARNISH,,Branded Greasepaper - 36oz Pulp Rectangle,,,,b7ba2f40-fcc7-420b-91ea-38a053d79a28
8002611,"Peri Peri Chicken Sandwich, Bankside",f5312c6c-b64c-4ec3-8b7d-670ffc4961f5,2,1,GARNISH,,Branded Greasepaper - 36oz Pulp Rectangle,,,,44fad46a-9d93-45b8-8e42-70a00ac03cca
8002611,"Peri Peri Chicken Sandwich, Bankside",f5312c6c-b64c-4ec3-8b7d-670ffc4961f5,2,1,GARNISH,,Branded Greasepaper - 36oz Pulp Rectangle,,,,9188819b-fd03-4fec-948c-b216d1bfcb5f
8002611,"Peri Peri Chicken Sandwich, Bankside",f5312c6c-b64c-4ec3-8b7d-670ffc4961f5,2,1,GARNISH,,Branded Greasepaper - 36oz Pulp Rectangle,,,,f9c0980c-1e58-4c90-9859-5b7d4747ba18
8002611,"Peri Peri Chicken Sandwich, Bankside",f5312c6c-b64c-4ec3-8b7d-670ffc4961f5,2,1,GARNISH,,Branded Greasepaper - 36oz Pulp Rectangle,,,,b330c9fd-a5fa-49b5-b249-375f4823d0b5
8002611,"Peri Peri Chicken Sandwich, Bankside",f5312c6c-b64c-4ec3-8b7d-670ffc4961f5,2,1,GARNISH,,Branded Greasepaper - 36oz Pulp Rectangle,,,,c6ac6116-b56c-4eea-a434-98a461c75344
8002611,"Peri Peri Chicken Sandwich, Bankside",f5312c6c-b64c-4ec3-8b7d-670ffc4961f5,2,1,GARNISH,,Branded Greasepaper - 36oz Pulp Rectangle,,,,91338d59-1267-4db7-aaa7-fa028b13abd9
8002611,"Peri Peri Chicken Sandwich, Bankside",f5312c6c-b64c-4ec3-8b7d-670ffc4961f5,3,1,GARNISH,,TOAST: Martin's Roll,,,,b330c9fd-a5fa-49b5-b249-375f4823d0b5
8002611,"Peri Peri Chicken Sandwich, Bankside",f5312c6c-b64c-4ec3-8b7d-670ffc4961f5,3,1,GARNISH,,TOAST: Martin's Roll,,,,b7ba2f40-fcc7-420b-91ea-38a053d79a28
8002611,"Peri Peri Chicken Sandwich, Bankside",f5312c6c-b64c-4ec3-8b7d-670ffc4961f5,3,1,GARNISH,,TOAST: Martin's Roll,,,,9188819b-fd03-4fec-948c-b216d1bfcb5f
8002611,"Peri Peri Chicken Sandwich, Bankside",f5312c6c-b64c-4ec3-8b7d-670ffc4961f5,3,1,GARNISH,,TOAST: Martin's Roll,,,,91338d59-1267-4db7-aaa7-fa028b13abd9
8002611,"Peri Peri Chicken Sandwich, Bankside",f5312c6c-b64c-4ec3-8b7d-670ffc4961f5,3,1,GARNISH,,TOAST: Martin's Roll,,,,b5c1ff90-3261-416d-93ca-b1974308fd79
8002611,"Peri Peri Chicken Sandwich, Bankside",f5312c6c-b64c-4ec3-8b7d-670ffc4961f5,3,1,GARNISH,,TOAST: Martin's Roll,,,,f9c0980c-1e58-4c90-9859-5b7d4747ba18
8002611,"Peri Peri Chicken Sandwich, Bankside",f5312c6c-b64c-4ec3-8b7d-670ffc4961f5,3,1,GARNISH,,TOAST: Martin's Roll,,,,6688bcad-3add-408c-965c-ae1ecd0d9586
8002611,"Peri Peri Chicken Sandwich, Bankside",f5312c6c-b64c-4ec3-8b7d-670ffc4961f5,3,1,GARNISH,,TOAST: Martin's Roll,,,,44fad46a-9d93-45b8-8e42-70a00ac03cca
8002611,"Peri Peri Chicken Sandwich, Bankside",f5312c6c-b64c-4ec3-8b7d-670ffc4961f5,3,1,GARNISH,,TOAST: Martin's Roll,,,,c6ac6116-b56c-4eea-a434-98a461c75344
8002611,"Peri Peri Chicken Sandwich, Bankside",f5312c6c-b64c-4ec3-8b7d-670ffc4961f5,3,2,GARNISH,,(2 Pinch) Cabbage Slaw - Bottom Bun,4000291,,,b7ba2f40-fcc7-420b-91ea-38a053d79a28
8002611,"Peri Peri Chicken Sandwich, Bankside",f5312c6c-b64c-4ec3-8b7d-670ffc4961f5,3,2,GARNISH,,(2 Pinch) Cabbage Slaw - Bottom Bun,4000291,,,91338d59-1267-4db7-aaa7-fa028b13abd9
8002611,"Peri Peri Chicken Sandwich, Bankside",f5312c6c-b64c-4ec3-8b7d-670ffc4961f5,3,2,GARNISH,,(2 Pinch) Cabbage Slaw - Bottom Bun,4000291,,,9188819b-fd03-4fec-948c-b216d1bfcb5f
8002611,"Peri Peri Chicken Sandwich, Bankside",f5312c6c-b64c-4ec3-8b7d-670ffc4961f5,3,2,GARNISH,,(2 Pinch) Cabbage Slaw - Bottom Bun,4000291,,,b330c9fd-a5fa-49b5-b249-375f4823d0b5
8002611,"Peri Peri Chicken Sandwich, Bankside",f5312c6c-b64c-4ec3-8b7d-670ffc4961f5,3,2,GARNISH,,(2 Pinch) Cabbage Slaw - Bottom Bun,4000291,,,c6ac6116-b56c-4eea-a434-98a461c75344
8002611,"Peri Peri Chicken Sandwich, Bankside",f5312c6c-b64c-4ec3-8b7d-670ffc4961f5,3,2,GARNISH,,(2 Pinch) Cabbage Slaw - Bottom Bun,4000291,,,44fad46a-9d93-45b8-8e42-70a00ac03cca
8002611,"Peri Peri Chicken Sandwich, Bankside",f5312c6c-b64c-4ec3-8b7d-670ffc4961f5,3,2,GARNISH,,(2 Pinch) Cabbage Slaw - Bottom Bun,4000291,,,f9c0980c-1e58-4c90-9859-5b7d4747ba18
8002611,"Peri Peri Chicken Sandwich, Bankside",f5312c6c-b64c-4ec3-8b7d-670ffc4961f5,3,2,GARNISH,,(2 Pinch) Cabbage Slaw - Bottom Bun,4000291,,,b5c1ff90-3261-416d-93ca-b1974308fd79
8002611,"Peri Peri Chicken Sandwich, Bankside",f5312c6c-b64c-4ec3-8b7d-670ffc4961f5,3,2,GARNISH,,(2 Pinch) Cabbage Slaw - Bottom Bun,4000291,,,6688bcad-3add-408c-965c-ae1ecd0d9586
8002611,"Peri Peri Chicken Sandwich, Bankside",f5312c6c-b64c-4ec3-8b7d-670ffc4961f5,3,3,GARNISH,,No Cabbage Slaw,,,,9188819b-fd03-4fec-948c-b216d1bfcb5f
