item_number,item_name,line_build_id,procedures_step_order,sub_steps_order,procedures_activity,procedures_appliance,procedures_cooking_phase,sub_steps_title,sub_steps_related_item_number,cooking_time,resting_time,hold_time,step_time,apply_option_id,apply_option_value_id,restaurant_id,procedures_option_type,procedures_option_name,procedures_option_value_name
8007270,"Pepperoni, Sausage, & Meatball Pizza, Di Fara 3.0",5bca752b-abf9-4979-834d-1eba0829f776,1,3,GARNISH,,,Grated Parmesan,,,,,01:00,,,b3f5cb04-8643-4c8a-a17b-c65f7f8ef50e,,,
8010470,"12"" Gluten-Free Pizza Vodka, Alanza Pizza",49f6cda0-5d81-4043-a900-44ff3c43b214,1,4,GARNISH,,,"Vodka Sauce [Pouch, 100g], Spiral Pour",,,,,00:30,,,d20697b2-2119-4206-bdbd-55a01494518d,,,
8010062,"French Fries, Bellies",261fee20-4117-4fa3-81fa-6d13b1f57f03,1,1,COOK,FRYER,,Fries,4000053,04:00,,,04:15,,,f75d58c1-a8f0-441f-8d0c-a7cff9a85a81,,,
8010670,"BYO Thai Peanut Salad, Royal Greens PRESET",bb5df768-5236-4fd7-8336-a106621c15ed,7,10,GARNISH,,,Lemon Wedge,,,,,00:15,,,,,,
8009955,"Chicken Tenders, Bellies",91e4735d-60cb-4f87-b785-b421f744837c,5,1,COMPLETE,,,Chicken Tenders,,,,05:00,00:30,,,e1cb34f2-9af4-40be-991f-f1b5c756c578,,,
8010062,"French Fries, Bellies",b217ffc7-7ddb-403d-bd25-6cec9ad7426e,1,1,COOK,FRYER,,Fries,4000053,03:30,,,04:00,,,0ddf788c-de85-4ff8-bfef-a883d80adb8d,,,
8009456,"Chicken Tenders, Detroit Brick",2881083a-b49b-4fba-a558-106d1152ef38,1,2,COOK,FRYER,,"POST COOK: Chicken- Clamshell + White Parchment Paper, folded to fit",,05:00,,,05:45,,,7350ff44-87e4-4693-956b-997d56375567,,,
8008414,"6pc Boneless Truffle Parmesan Wings, Wing Trip",4c9bba64-117b-44dd-879a-1a6465c69e4b,2,2,GARNISH,,,Wings,,,,,00:15,,,29ba5400-c384-4760-8850-22e7b9ffda88,,,
8010867,"Mexican Fries, Limesalt",c0540d2c-29c1-4183-9d41-8cb9545d87b6,3,1,COMPLETE,,,Place in Bag,,,,30:00,00:15,,,de6ed72c-9589-49be-a741-28919862d3dc,,,
8005006,"Salad (BYO), Limesalt",d6885207-6519-44c0-9666-ad38fdabd50d,22,14,GARNISH,,,Chipotle Ranch - 2oz Portion Cup,,,,,00:15,,,cbc46539-86cb-46ec-af3f-05fc0d7b3495,,,
8010929,Basics Bowl (RICE PILOT) PRESET,9be4947f-908d-46d8-9be9-8561431fa641,3,1,COOK,RICE_COOKER,,White Rice,,45:00,,,45:15,,,,,,
8010439,"Pizza Classica 12"", Alanza Pizza",f237ae61-23ea-4bef-b9dc-94ad1e86fb23,1,2,GARNISH,,,Alanza Pizza Sauce,,,,,00:30,,,8ffa0ca3-880e-47cb-9446-dfd31525ff45,,,
8010431,"Pizza Vodka 12"", Alanza Pizza",5b31c3ce-638a-4daf-81c9-828463d13973,2,1,COOK,PIZZA_CONVEYOR_OVEN,,Pizza ,,05:10,,,05:35,,,128c23ec-a41f-421f-8076-9992a254e0f4,,,
8007269,"Pepperoni Round Pizza, Di Fara 3.0",9a230e63-d047-4d63-a026-668ab31e2056,4,1,VEND,,,(2 ea) Chili Flake Packets,,,,,00:00,,,eeb39663-8fea-4773-a1ff-f5ac0f4c1525,,,
8011272,"6pc Classic Wings, Wing Trip",92409563-1b79-485c-9066-67dbb4d61da2,3,3,COOK,FRYER,,POST COOK: Wing Paper - Small Branded Box,,05:30,,,05:45,,,179e28d1-72e9-4f7f-aad7-9790d99c013d,MANDATORY_CHOICE,Choose Your Flavor ,Lemon Pepper
8009685,"Popcorn Shrimp, Bankside",c6a6d43d-892a-47da-999b-eafc6013a02e,3,1,COMPLETE,,,Popcorn Shrimp,,,,15:00,00:15,,,,,,
8009955,"Chicken Tenders, Bellies",dc2c9f42-4f6e-4b30-8c61-7914dd2c2efb,4,1,COMPLETE,,,Chicken Tenders,,,,05:00,00:30,,,5992d87d-9f81-4c5b-bc68-13362e8482b5,,,
8011198,"BBQ Chicken Pizza, Detroit Brick (V2 Pilot)",0bd81bfc-07d9-4992-889c-54c33b0b2806,3,1,GARNISH,,,Pizza- Round Metal Pan,,,,,00:45,,,7350ff44-87e4-4693-956b-997d56375567,,,
8009955,"Chicken Tenders, Bellies",91e4735d-60cb-4f87-b785-b421f744837c,3,1,VEND,,,Honey Mustard,,,,,00:00,,,aeb580ee-b214-4360-be6a-cf0967bd7d99,,,
8010853,"Ranchero Bowl, PRESET",e832aae2-196e-49a4-a492-f661a067e41e,2,1,COOK,RICE_COOKER,,Brown Rice,,40:00,,00:00,40:15,,,ce91c4d5-481d-4a1f-bf07-0b359bccbbd9,,,
8010857,"Picante Bowl, PRESET",33d3c0c4-a032-438f-bcd5-1e3efc066f1b,7,1,COOK,WATER_BATH,,Pinto Beans,,20:00,,,20:30,,,4bc41e5f-e75b-4bc7-9b04-53093250015d,,,
8010854,"Campesino Bowl, PRESET",79464757-8d40-4878-9d2b-0f6fa2bb20a5,2,1,COOK,RICE_COOKER,,Brown Rice,,40:00,,00:00,40:15,,,899334d9-14be-4976-9c01-966d8ab80d0c,,,
8004638,"Bowl (BYO), Limesalt",e962dd3c-8851-44ac-8254-edb11237306d,18,1,COOK,MICROWAVE,,"Extra: Barbacoa, Drained",,00:40,,,01:00,,,5bd779ff-652f-4eb9-a06e-d64e80c87335,,,
8000220,Kids' Mac & Cheese,55e42500-ec96-4e93-9f2c-546f3b5a5843,2,1,GARNISH,,,"(2 Bag) Macaroni & Cheese, Nestle- 16oz Pulp Square",,,,,00:15,,,,,,
8010857,"Picante Bowl, PRESET",33d3c0c4-a032-438f-bcd5-1e3efc066f1b,9,1,COOK,TURBO_OVEN,,Adobo Steak,,03:00,,,03:15,,,cbc46539-86cb-46ec-af3f-05fc0d7b3495,,,
8008266,"6pc Truffle Parmesan Wings, Wing Trip",daee8fef-8cfe-4d0f-a632-6940cf0b062b,2,1,GARNISH,,,Wing Paper - Small Branded Box,,,,,00:15,,,173a2a80-d690-4f3c-a8cd-9fda611d95f0,,,
8010859,"Strawberry Pecan Salad, Royal Greens PRESET",e4bff93c-df26-40eb-8fa7-5ce995680c68,5,18,GARNISH,,,48oz Pulp Bowl,,,,,00:15,,,,,,
8010463,"12"" Gluten-Free Pizza Classica, Alanza Pizza",b3781438-6a9a-40aa-abd5-620b108a7ea4,4,1,VEND,,,Red Pepper Flakes,,,,,00:00,,,f5e5b57f-ee47-4dc6-9bef-dc9e06960fff,,,
8007252,"Classic Fries, Burger Baby",9eef3fca-278b-42a0-8da3-03c20076a564,1,1,COOK,FRYER,,Fries,4000053,04:00,,,04:45,,,3bddec25-668b-4079-9b56-3dbf79157eef,,,
8010876,"Spicy Salmon Sashimi Salad, Royal Greens AB PRESET",5c1a3384-c254-4c69-8460-28257e6844b7,6,9,GARNISH,,,Extra Grilled Chicken,,,,,00:15,,,,,,
8007180,"Patatas Bravas, Jose Andres 3.0",f53da3ab-b957-4c3b-87cb-30f7e06ed69d,2,3,COOK,FRYER,,"POST COOK: (1 Shake) Paprika Pimenton, Toss",,03:30,,,03:45,,,,,,
8010435,"Pizza Tartufo & Funghi 12"", Alanza Pizza",3fa8b7b9-0089-421f-ac01-91cfae013d58,3,2,GARNISH,,,Pizza- 6 Piece Cut,,,,,00:15,,,7195ec9d-5091-4f95-b41a-85e47afa89fd,,,
8011250,"General Tso's Chicken, Kin House (Microwave Pilot)",e2ac1f13-f7fa-4c24-b4bd-7b94f44eaf1d,5,3,GARNISH,,,Mix - Red Spatula,,,,,00:30,,,75da78e1-3aa8-41a1-a63b-d2bac4e33903,,,
8010851,"White Rice Fajita Bowl, PRESET",473c4f29-7087-4b7a-a313-791065604e1b,4,1,COOK,TURBO_OVEN,,Fajita Vegetables,,03:00,,,03:15,,,50c80294-6a20-41f3-901a-8238ece6244f,,,
8010851,"White Rice Fajita Bowl, PRESET",473c4f29-7087-4b7a-a313-791065604e1b,22,9,GARNISH,,,Extra: Guacamole,,,,,00:15,,,f54a0b83-50d6-43bb-b7d2-5c3f94af79a1,,,
8010437,"Pizza Piccante 12"", Alanza Pizza",c1f67c9e-3f6e-4041-bf0a-13546009fa94,1,2,GARNISH,,,Pizza Piccante [Kit],,,,,00:45,,,21c672fb-c4d3-4edc-84de-61ef6ad994fd,,,
8008793,"12pc Boneless BBQ Wings, Wing Trip",3b7fb60f-1a4a-471e-b678-de29549f9047,2,2,GARNISH,,,(2) Foil Sheet ,,,,,00:15,,,,,,
8010062,"French Fries, Bellies",d50dfc66-bff6-46d8-afb2-018b12e4924d,1,3,COOK,FRYER,,POST COOK: Bellies Clamshell - Fries,,04:00,,,04:45,,,2efc0031-40c4-4b90-8423-f0abafc45356,,,
8006150,"Old Bay Fries, Fred's 3.0",cdcf6c1d-0f6d-46f6-b1cf-774778e0ebc3,1,3,COOK,FRYER,,"POST COOK: (4 Shakes) Old Bay, Toss",,04:00,,,04:45,,,899334d9-14be-4976-9c01-966d8ab80d0c,,,
8011277,Pomegranate Crunch Salad,ca89c348-7a4e-4d9d-9be1-5852f5c2044c,6,20,GARNISH,,,Dried Cherries,,,,,00:15,,,,,,
8010062,"French Fries, Bellies",d50dfc66-bff6-46d8-afb2-018b12e4924d,2,1,COMPLETE,,,French Fries,,,,05:00,00:30,,,4ecf41f2-ee5a-430b-993f-b5694d990114,,,
8010908,"BBQ Brisket Bowl, PRESET",4f0956d0-f9c6-4b2d-8698-729e3fe45c0b,18,1,COOK,MICROWAVE,,"Extra: Barbacoa, Drained",,00:40,,,01:00,,,fdfe198d-7678-4121-907b-bde344469313,,,
8009454,"6pc Classic Buffalo Wings, Detroit Brick",e172b174-68bb-49ca-be50-6e6b6064a805,3,1,COMPLETE,,,"6pc Classic Buffalo Wings, Detroit Brick",,,,30:00,00:30,,,a9146076-b9cd-4710-9273-4b6b82a729f2,,,
8010798,"French Fries, Bellies (Pilot)",ca3d6451-226d-4acc-8e63-b9e641693488,2,1,COMPLETE,,,French Fries,,,,05:00,00:30,,,272ad30b-ff4f-4bc4-a1b2-8a9a1f57d84a,,,
8005006,"Salad (BYO), Limesalt",d6885207-6519-44c0-9666-ad38fdabd50d,22,6,GARNISH,,,Cilantro,,,,,00:15,,,03158d04-8ba4-4230-85c8-f9f4ce4b200c,,,
8010850,"Brown Rice Fajita Bowl, PRESET",d54a3538-8106-4511-90d3-f84735c8a3f9,13,1,COOK,MICROWAVE,,Spiced Tofu,,01:15,,,01:30,,,cbc46539-86cb-46ec-af3f-05fc0d7b3495,,,
8010686,"Spicy Pepper & Feta Sandwich PRESET, Yasas BYO",a2df1898-b6fd-49a8-a33a-50514043d39a,11,9,GARNISH,,,Pickled Jalapeños,,,,,00:30,,,,,,
8010908,"BBQ Brisket Bowl, PRESET",4f0956d0-f9c6-4b2d-8698-729e3fe45c0b,22,5,GARNISH,,,Shredded Cheese,,,,,00:15,,,50c80294-6a20-41f3-901a-8238ece6244f,,,
8010855,"Sabroso Bowl, PRESET",82ed4abc-4888-4c3b-a82d-04385f446be8,9,1,COOK,TURBO_OVEN,,Adobo Steak,,03:00,,,03:15,,,,,,
8010867,"Mexican Fries, Limesalt",015c046c-4e32-4c20-a8ea-81803d3b71a0,1,2,COOK,FRYER,,POST COOK: (2 Shakes) Salt,,03:30,,,03:45,,,ce91c4d5-481d-4a1f-bf07-0b359bccbbd9,,,
8010438,"Pizza Pepperoni 12"", Alanza Pizza",08466aa8-9f6f-418a-acf3-4368059e6172,1,1,GARNISH,,,"12"" Round Pizza Crust",,,,,00:45,,,023496f8-279d-4bf8-b97a-299913417b9a,,,
8011327,Kale Junkie Salad,1f98eb44-77cb-430c-a0e1-f3b8e281a5ef,6,25,GARNISH,,,Croutons,,,,,00:15,,,,,,
8010854,"Campesino Bowl, PRESET",79464757-8d40-4878-9d2b-0f6fa2bb20a5,22,6,GARNISH,,,Cilantro,,,,,00:15,,,f54a0b83-50d6-43bb-b7d2-5c3f94af79a1,,,
8008422,"12pc Boneless Truffle Parmesan Wings, Wing Trip",6c605874-9f90-497f-a42f-4ce6c2144d8f,1,2,COOK,FRYER,,"POST COOK: 6PT. Drizzle - White Truffle Oil, Toss",,04:00,,,04:45,,,985d4764-0958-4d7a-b030-58b870981c91,,,
8011202,"Vodka Square Pizza, Di Fara (V1 Pilot)",89967f78-47b6-43d5-971d-c692acb6c878,1,5,GARNISH,,,(2) Diced Mozzarella,,,,,01:00,,,c3576957-2cf4-4895-86ee-94ccb330ff32,,,
8011272,"6pc Classic Wings, Wing Trip",a26b2991-2864-4365-bc47-9729e73c116b,6,2,COOK,FRYER,,"POST COOK (1) Buffalo Sauce + Wings, Toss - Bowl",,07:00,,,07:15,,,d1f7750b-43ca-4b4e-92d2-ade0cbb13b33,MANDATORY_CHOICE,Choose Your Flavor ,Buffalo
8010850,"Brown Rice Fajita Bowl, PRESET",d54a3538-8106-4511-90d3-f84735c8a3f9,6,1,COOK,TURBO_OVEN,,Fajita Vegetables,,03:00,,,03:15,,,899334d9-14be-4976-9c01-966d8ab80d0c,,,
8010857,"Picante Bowl, PRESET",33d3c0c4-a032-438f-bcd5-1e3efc066f1b,19,1,COOK,MICROWAVE,,BBQ Brisket Burnt Ends,,01:15,,,01:30,,,fdfe198d-7678-4121-907b-bde344469313,,,
8010854,"Campesino Bowl, PRESET",79464757-8d40-4878-9d2b-0f6fa2bb20a5,22,11,GARNISH,,,Sliced Romaine,,,,,00:15,,,6d20ef4a-470d-40f1-9ed5-29073d1175d0,,,
8007402,"Sandwich (BYO), Yasas",7b89359e-a952-47b8-a1af-9250d0d91667,11,10,GARNISH,,,Pickled Red Onions,,,,,00:30,,,e5877acd-ac21-47b0-b0ad-32be2d1c3b0a,,,
8004638,"Bowl (BYO), Limesalt",9d5df385-ee15-42d9-9e2b-5d148877890f,22,12,GARNISH,,,Pickled Jalapeños,,,,,00:15,,,,,,
8006154,"Spicy Grilled Chicken Sandwich, Fred's 3.0",68416f65-e8c1-4394-bdb5-366db0ec89bd,2,1,COOK,TURBO_OVEN,,Cuban Bread - Skinny Black Mat,,01:00,,,01:15,,,,,,
8006447,"Regular Round Pizza (BYO), Di Fara 3.0",20fd34cf-7332-43a6-99d3-b7c14090f5be,1,1,GARNISH,,,"16"" Round Pizza Crust",,,,,01:00,a25f8389-bc20-4179-a5fa-cd7b615e0d33,,823d7bf0-837e-4857-a64d-5fa0a4a5ee24,,,
8007177,"Paella de Mariscos, Jose Andres 3.0",27d7ac26-52bc-4184-980b-23fddc823095,1,2,COOK,TURBO_OVEN,,Massage Pouch - Paella + Rice,,04:00,,,05:00,,,,,,
8011274,"12pc Classic Wings, Wing Trip",4a88759c-98ad-4e6e-9d6c-ec4b4abccb7b,11,12,GARNISH,,,(2) Foil Sheet,,,,,00:15,,,a9146076-b9cd-4710-9273-4b6b82a729f2,,,
8009804,"Pineapple Fried Rice, Shrimp, Sri",e462ef9d-dc87-488e-b4bc-87e7a7c50af7,2,4,GARNISH,,,No Cashews,,,,,00:30,,,,,,
8010854,"Campesino Bowl, PRESET",6b84b07a-810b-4b36-9edb-f2aa93861af7,11,1,COOK,TURBO_OVEN,,Adobo Chicken,,04:00,,,04:15,,,,,,
8010856,"Essentials Bowl, PRESET",6a58585b-12b2-465b-afef-f2cbcb44780c,20,1,COOK,MICROWAVE,,Extra BBQ Brisket Burnt Ends,,01:15,,,01:30,,,bb28f767-3cda-4865-9c65-1fdc0aff54cc,,,
8009622,"Classic Fries, Detroit Brick",0f3f9cd0-6693-4116-87dc-c2102ffbcef6,1,1,COOK,FRYER,,Fries,4000053,03:30,,,03:45,,,,,,
8011192,"Cheese Bread, Detroit Brick (V3 Pilot)",d9dd0252-3c1b-411e-a5a8-ad58477627f6,3,1,GARNISH,,,Cheese Bread- Round Metal Pan,,,,,00:45,,,292f7795-837a-473f-8d51-31440616b280,,,
8010711,"BYO Blue Cheese & Pecan  Salad, Royal Greens AB PRESET",78ca1ada-83cc-4636-83ec-71d3acb8b484,5,3,GARNISH,,,Spring Mix- Fill to Line,,,,,00:15,,,,,,
8010696,"BYO Tofu Poke Bowl, Hanu Poke PRESET",96d20fdd-527d-41e9-9844-a7794e931d8a,2,1,COMPLETE,,,Place in Bag,,,,30:00,00:05,,,,,,
8005006,"Salad (BYO), Limesalt",d6885207-6519-44c0-9666-ad38fdabd50d,23,1,COMPLETE,,,Place in Bag,9000061,,,05:00,00:30,,,50c80294-6a20-41f3-901a-8238ece6244f,,,
8010062,"French Fries, Bellies",b217ffc7-7ddb-403d-bd25-6cec9ad7426e,2,1,GARNISH,,,Bellies Clamshell - Fries,,,,,00:30,,,bde71e00-b587-4c01-86a1-37ed601415b0,,,
8009385,"GF - Shrimp and Herb Casarecce, Walnut Lane",56022130-27b0-4958-b151-0d33fefedf91,2,2,GARNISH,,,Shrimp Casarecce - 24oz Black Bowl,,,,,01:00,,,,,,
8010858,"Basics Bowl, PRESET",30d31de1-5786-49ad-998d-6c94cd440d06,22,3,GARNISH,,,Red Chili Salsa,,,,,00:15,,,cbc46539-86cb-46ec-af3f-05fc0d7b3495,,,
8011186,"Motor City Supreme Pizza, Detroit Brick (V3 Pilot)",a83c28dd-5dd0-4826-8e67-7701bbc42c24,3,2,GARNISH,,,Pizza- 4 Piece Cut,,,,,00:30,,,56bfbd5f-c32d-4060-abb6-d61c3deed6bc,,,
8010853,"Ranchero Bowl, PRESET",e832aae2-196e-49a4-a492-f661a067e41e,12,1,COOK,TURBO_OVEN,,Extra: Adobo Chicken,,04:00,,,04:15,,,dec1807c-26bb-4b28-8311-08fdb9a68422,,,
8008644,"Fried Chicken Sandwich Deluxe, Street Bird",011e0e90-ea97-4e07-bab2-1a4ccfb7c5e4,3,5,GARNISH,,,No Pickle,,,,,01:00,,,f8774df2-b3b0-4cf1-b830-2726cf923681,MANDATORY_CHOICE,Cheese,American Cheese
8011203,"Original Square Pizza, Di Fara (V1 Pilot)",589af8d0-13cf-45db-8d10-429864bada9b,3,5,GARNISH,,,"(10-12 ea) Basil Leaves, Tear & Sprinkle",4000504,,,,00:30,,,59786a20-5d62-43ad-9d4f-0a21a9f3c250,,,
8010465,"12"" Gluten-Free Pizza Piccante, Alanza Pizza",ca8e865a-eabe-4cec-9ff2-b3b23e617c4e,1,4,GARNISH,,,No Calabrian Hot Chili Peppers,,,,,00:45,,,8572bf64-914b-419b-a390-1a62a5e9911b,,,
8007402,"Sandwich (BYO), Yasas",3960a216-c7d5-48cf-a937-c44b30fdf08a,11,9,GARNISH,,,Pickled Jalapeños,,,,,00:30,,,,,,
8011275,"12pc Boneless Wings, Wing Trip",f48698f5-54df-45d3-b584-c50432e66f1a,3,1,COOK,FRYER,,(16) Boneless Wings,,04:30,,,04:45,,,b5d72ed5-d430-444c-b0b4-56ff6d0be6b3,MANDATORY_CHOICE,Choose Your Flavor ,Lemon Pepper
8010713,"BYO Bobby Flay's Citrus & Blue Cheese  Salad, Royal Greens AB PRESET",34acc868-1ca7-4572-96f1-147c2ebb3f8a,7,6,GARNISH,,,Chipotle Ranch Dressing,,,,,00:15,,,,,,
8010985,"Cheesesteak Quesadilla, Limesalt PRESET",886c2bdc-8f5b-49ae-8cc3-a021fc4296a6,14,1,COMPLETE,,,Place in Bag,,,,20:00,00:30,,,be6ee657-c6da-434b-b4a1-f1f2e2abc2b4,,,
8010873,"Spicy Salmon Sashimi Salad, Royal Greens PRESET",a4b97086-409a-43e3-98cc-f3079d7e7a68,6,19,GARNISH,,,Italian Breadcrumbs,,,,,00:15,,,,,,
8004638,"Bowl (BYO), Limesalt",e962dd3c-8851-44ac-8254-edb11237306d,1,1,GARNISH,,,28 oz Pulp Rectangle,,,,,00:20,,,6d20ef4a-470d-40f1-9ed5-29073d1175d0,,,
8010856,"Essentials Bowl, PRESET",6a58585b-12b2-465b-afef-f2cbcb44780c,4,1,COOK,TURBO_OVEN,,Fajita Vegetables,,03:00,,,03:15,,,ce91c4d5-481d-4a1f-bf07-0b359bccbbd9,,,
8011199,"Cheeseburger Pizza, Detroit Brick (V2 Pilot)",4bf840bf-b1bf-487d-a027-b06e00a90797,3,6,GARNISH,,,Square Pizza Box + Liner,,,,,00:45,,,9f6ff6c3-c6eb-4756-9130-efe518d7b963,,,
8008645,"Fried Spicy Chicken Sandwich Deluxe, Street Bird",75c61fee-3d24-46a5-b33a-461d84354346,3,9,GARNISH,,,Top Bun,,,,,01:00,,,7be19ffa-ee1c-4c43-91ac-7609a0bb326e,MANDATORY_CHOICE,Cheese,American Cheese
8010909,"BBQ Brisket Taco, PRESET",22ead752-8401-4388-a19b-35fa262728a8,16,9,GARNISH,,,Guacamole,,,,,00:15,,,6d20ef4a-470d-40f1-9ed5-29073d1175d0,,,
8010459,"BYO Greens Bowl, Royal Greens BOWLDER- Primary ID",6d6bc641-7343-4d3d-a49a-de3540382e1d,5,39,GARNISH,,,Kalamata Olives,,,,,00:15,,,,,,
8010867,"Mexican Fries, Limesalt",a514db06-6148-48bf-a54f-614be3f37f63,2,1,GARNISH,,,Mexican Fries - Small Brown Clamshell,,,,,00:30,,,ffbdfdac-386a-4c97-8b26-a112c585a479,,,
8005007,"Quesadilla (BYO), Limesalt",4f98955f-94b6-4c0f-bf0f-d8d861c340e3,9,2,GARNISH,,,(2) Shredded Cheese - bottom half,,,,,00:30,,,5bd779ff-652f-4eb9-a06e-d64e80c87335,,,
8008275,"6pc Boneless Tandoori Wings, Wing Trip",e5bf2786-725e-4f97-ae8d-9b92cee6b2b4,2,1,GARNISH,,,Wing Paper - Small Branded Box,,,,,00:30,,,f6b96cd4-17d0-455c-8d48-62d85962da4c,,,
8011194,"Spicy Pepperoni Pizza, Detroit Brick (V2 Pilot)",b04ecaab-cdd7-48d8-88d5-79ace9eef66f,1,6,GARNISH,,,(20 ea) Pepperoni,,,,,00:45,,,7c0a09fd-445e-47c0-afdb-b270da99eace,,,
8007203,"Truffle Burger, Burger Baby",6965ce61-b35d-431e-bcb2-de82a5215d4c,3,5,GARNISH,,,No Caramelized Onions,,,,,00:30,,,,,,
8010853,"Ranchero Bowl, PRESET",e832aae2-196e-49a4-a492-f661a067e41e,16,1,COOK,MICROWAVE,,"Extra: Carnitas, Drained",,00:40,,,01:00,,,899334d9-14be-4976-9c01-966d8ab80d0c,,,
8011276,"6pc Boneless Wings, Wing Trip",2c15d1d9-6560-4e22-935c-ba2091a2b4f4,8,2,COOK,FRYER,,"POST COOK: (1) Mango Habanero Sauce + Wings, Toss - Bowl",,04:30,,,04:45,,,985d4764-0958-4d7a-b030-58b870981c91,MANDATORY_CHOICE,Choose Your Flavor,Mango Habanero
8010062,"French Fries, Bellies",261fee20-4117-4fa3-81fa-6d13b1f57f03,1,2,COOK,FRYER,,"POST COOK: (2 Shakes) Salt, Toss",,04:00,,,04:15,,,67f56e09-9b27-434b-b0fc-5fdb3de66fb5,,,
8011187,"Meat Lover Pizza, Detroit Brick (V3 Pilot)",0ce15fd1-615d-4c75-abaf-83b649c78bfa,1,6,GARNISH,,,2 oz Crumbled Sausage,4000530,,,,00:45,,,880b5e7f-7f7e-4945-b74e-1c5b4540bb75,,,
8008707,"BBQ Chicken Pizza, Detroit Brick",ac4696fa-b747-4c97-8417-52be95874589,3,6,GARNISH,,,Square Pizza Box + Liner,,,,,00:45,,,,,,
8010466,"12"" Gluten-Free Pizza Tartufo & Funghi, Alanza Pizza",8f09a37a-4bff-4b0e-b086-cd5d97c0d63c,5,1,COMPLETE,,,Place Tamper Proof Sticker,,,,05:00,00:30,,,73481dd3-2199-42aa-bfb9-e02a786882d2,,,
8005708,"Sirloin 10 oz, The Mainstay",032ac700-16d2-4094-984d-4cc3cc04ae2e,2,8,COOK,TURBO_OVEN,,POST COOK: PASS Au Poivre Sauce Pouch,,04:00,,,04:15,4d96d244-347d-404f-a4d1-4c6f25334423,98aa6f67-6a0e-4845-a356-ce44d1b5778f,,DISH_PREFERENCE,Choose Your Temperature,Medium Rare
8010698,"BYO Tuna Poke Bowl, Hanu Poke PRESET",bff290b7-a9df-4845-b546-2a5850301b9a,5,9,GARNISH,,,(1 Scoop) Tuna,,,,,00:15,,,,,,
8010492,"BYO Greens Bowl, Royal Greens BOWLDER- Abridged Rail ID",a0475545-ee66-4231-b5e7-a0c14490fef5,6,25,GARNISH,,,Candied Pecans,,,,,00:15,,,,,,
8008644,"Fried Chicken Sandwich Deluxe, Street Bird",011e0e90-ea97-4e07-bab2-1a4ccfb7c5e4,3,6,GARNISH,,,(1 ea) Better Lettuce,,,,,01:00,,,bc5e66d1-d7cd-4586-b559-7c3e693439b4,MANDATORY_CHOICE,Cheese,American Cheese
8010062,"French Fries, Bellies",d50dfc66-bff6-46d8-afb2-018b12e4924d,3,1,VEND,,,Ketchup,,,,,00:00,,,43730713-f185-4273-ad33-af2f2ba83470,,,
8005007,"Quesadilla (BYO), Limesalt",4f98955f-94b6-4c0f-bf0f-d8d861c340e3,3,1,COOK,TURBO_OVEN,,Adobo Steak,,03:00,,,03:15,,,f54a0b83-50d6-43bb-b7d2-5c3f94af79a1,,,
8008645,"Fried Spicy Chicken Sandwich Deluxe, Street Bird",75c61fee-3d24-46a5-b33a-461d84354346,3,9,GARNISH,,,Top Bun,,,,,01:00,,,867eddd1-995e-44ff-9add-ff788c6040ed,MANDATORY_CHOICE,Cheese,American Cheese
8008516,"French Fries, Wing Trip",d3cefbfa-c0a4-4213-8ce5-ba56a592ae0f,1,1,COOK,FRYER,,Fries,4000053,04:00,,,04:45,,,66158e6d-c4ca-437d-a077-95c69b8da405,,,
8011199,"Cheeseburger Pizza, Detroit Brick (V2 Pilot)",4bf840bf-b1bf-487d-a027-b06e00a90797,3,3,GARNISH,,,12PT. Drizzle- Burger Sauce,,,,,00:45,,,28c10598-179f-4e97-9148-10c4eabf49fc,,,
8009427,"Cajun Fries, Bankside",b9ee84cd-c3e9-4e75-8120-ac37b6ab5fb6,1,1,COOK,FRYER,,Fries,4000053,04:00,,,04:45,,,9c8e100b-7438-4ea7-92b4-e959e7f4c9f5,,,
8008645,"Fried Spicy Chicken Sandwich Deluxe, Street Bird",75c61fee-3d24-46a5-b33a-461d84354346,4,5,GARNISH,,,No Pickle,,,,,01:00,,,d979e8f6-0b39-4f25-96d6-2874e83ff05b,MANDATORY_CHOICE,Cheese,No Cheese
8009955,"Chicken Tenders, Bellies",91e4735d-60cb-4f87-b785-b421f744837c,3,1,VEND,,,Honey Mustard,,,,,00:00,,,d7e26f00-685b-4873-8ae7-318dbdd8dd90,,,
8006301,"Pork Ribs, Tejas 3.0",5c3dc2d1-59e6-484e-8d9c-ee9c8608eed1,4,1,VEND,,,Pickles,,,,,00:00,,,81b664a5-13aa-433d-8a66-f8287e043976,,,
8008645,"Fried Spicy Chicken Sandwich Deluxe, Street Bird",75c61fee-3d24-46a5-b33a-461d84354346,1,1,GARNISH,,,M's Hot Maple Chili Sauce,,,,,00:15,,,867eddd1-995e-44ff-9add-ff788c6040ed,,,
8008406,"12pc Truffle Parmesan Wings, Wing Trip",8e8072ca-c9f9-44c9-944b-918cbe591e1f,2,2,GARNISH,,,(2) Foil Sheets,,,,,00:15,,,179e28d1-72e9-4f7f-aad7-9790d99c013d,,,
8010856,"Essentials Bowl, PRESET",1f9930d2-37ed-47ef-93b8-00f008b5d07b,4,1,COOK,TURBO_OVEN,,Fajita Vegetables,,03:00,,,03:15,,,,,,
8004637,"Burrito (BYO), Limesalt",86516038-cd3e-413a-8f37-4291ad98d301,23,8,GARNISH,,,Guacamole,,,,,00:15,,,5bd779ff-652f-4eb9-a06e-d64e80c87335,,,
