item_number,item_name,line_build_id,procedures_step_order,sub_steps_order,procedures_activity,procedures_appliance,procedures_cooking_phase,sub_steps_title,sub_steps_related_item_number,cooking_time,resting_time,hold_time,step_time,apply_option_id,apply_option_value_id,restaurant_id,procedures_option_type,procedures_option_name,procedures_option_value_name
8008646,"Fried Spicy Chicken Sandwich, Street Bird",e7327c3f-2212-44ae-9759-a357993a0791,2,2,GARNISH,,,(6 Pt) Spicy Mayo  - Each Buns,4000498,,,,01:00,,,0cf95eac-f5bd-4c99-a239-5a8dafd661b2,,,
8009821,"Green Curry, Chicken, Sri",224faa60-4f41-492a-9a0f-8c6eec97f881,4,1,VEND,,,Lime Wedge,5182282,,,,00:00,,,,,,
8010909,"BBQ Brisket Taco, PRESET",22ead752-8401-4388-a19b-35fa262728a8,17,1,COMPLETE,,,Place in Bag,9001638,,,05:00,00:30,,,35096a97-510c-485a-b160-c8ecf96a8d98,,,
8010062,"French Fries, Bellies",d50dfc66-bff6-46d8-afb2-018b12e4924d,1,1,COOK,FRYER,,Fries,4000053,04:00,,,04:45,,,9d71a0a9-791e-4698-80f5-2b4f51b1c295,,,
8008781,"12pc Hot Honey Wings, Wing Trip",1a7f1ab8-c21a-4e75-b90c-c594d2cd9cef,1,2,COOK,FRYER,,"POST COOK: (2) Hot Honey + Wings, Toss - Bowl",,06:30,,,06:45,,,ae96ef30-d65a-4000-9144-89da6c30fd56,,,
8010670,"BYO Thai Peanut Salad, Royal Greens PRESET",bb5df768-5236-4fd7-8336-a106621c15ed,5,17,GARNISH,,,Spring Mix- Fill to Line,,,,,00:15,,,,,,
8008463,"NY Strip 12oz, The Mainstay",f356b767-c2df-4da0-b4f7-f0b6f81c681a,2,1,COOK,WATER_BATH,,"MEDIUM WELL, NY Strip 12oz [Pouch]",,05:00,,,05:15,083cd8ed-4e5a-477a-a489-e41813417087,8afad9d2-a98e-4f54-8cce-5cd6074c36b5,,DISH_PREFERENCE,Choose Your Temperature,Medium Well
8004638,"Bowl (BYO), Limesalt",e962dd3c-8851-44ac-8254-edb11237306d,18,1,COOK,MICROWAVE,,"Extra: Barbacoa, Drained",,00:40,,,01:00,,,03158d04-8ba4-4230-85c8-f9f4ce4b200c,,,
8010873,"Spicy Salmon Sashimi Salad, Royal Greens PRESET",a4b97086-409a-43e3-98cc-f3079d7e7a68,5,23,GARNISH,,,Beets,,,,,00:15,,,,,,
8010062,"French Fries, Bellies",b217ffc7-7ddb-403d-bd25-6cec9ad7426e,1,2,COOK,FRYER,,"POST COOK: (2 Shakes) Salt, Toss",,03:30,,,04:00,,,dad34e7b-82cc-4fbd-835f-abcf3dadecad,,,
8009002,"Salt Baked Wings, Kin House 2.0",6b5c3922-5bac-431a-857a-d325f10b19ca,3,1,COMPLETE,,,Salt Baked Wings,,,,30:00,00:25,,,40d5f79a-06a1-4658-96c0-49d9325e996e,,,
8010500,"BYO Spicy Poke Bowl, Hanu Poke BOWLDER",068b10cc-f505-458c-968c-b47015b76349,5,14,GARNISH,,,(12 Pt) Sriracha Mayo,,,,,00:15,,,,,,
8010850,"Brown Rice Fajita Bowl, PRESET",d54a3538-8106-4511-90d3-f84735c8a3f9,18,1,COOK,MICROWAVE,,"Extra: Barbacoa, Drained",,00:40,,,01:00,,,c3303cd4-0c3d-472b-a5e5-08d77e69af47,,,
8005007,"Quesadilla (BYO), Limesalt",4f98955f-94b6-4c0f-bf0f-d8d861c340e3,12,6,GARNISH,,,Sour Cream - 2oz Portion Cup,,,,,00:15,,,d9c2a7d5-46ca-4275-add9-b3e73761d396,,,
8010437,"Pizza Piccante 12"", Alanza Pizza",c1f67c9e-3f6e-4041-bf0a-13546009fa94,1,4,GARNISH,,,No Calabrian Hot Chili Peppers,,,,,00:45,,,73481dd3-2199-42aa-bfb9-e02a786882d2,,,
8008996,"Char Siu Spare Ribs, Kin House 2.0",1e84c297-c7bc-4788-a79a-1650d13eb00e,2,1,COOK,TURBO_OVEN,,Small Black Mat - Ribs,,02:30,,,02:45,,,,,,
8010703,"BYO Kanpai  Bowl, Royal Greens AB PRESET",3ec86d03-de84-465a-89c3-913e71eade2a,5,17,GARNISH,,,Spring Mix- Fill to Line,,,,,00:15,,,,,,
8010852,"BBQ Chicken Salad, Royal Greens PRESET",baa09266-4b12-4646-ae76-2105d29d3256,5,2,GARNISH,,,Kale- Fill to Line,,,,,00:15,,,,,,
8010858,"Basics Bowl, PRESET",30d31de1-5786-49ad-998d-6c94cd440d06,22,2,GARNISH,,,Tomatillo Salsa,,,,,00:15,,,be6ee657-c6da-434b-b4a1-f1f2e2abc2b4,,,
8008415,"12pc Boneless Buffalo Wings, Wing Trip",3707e92b-a0ad-478b-bdca-50403660758c,1,2,COOK,FRYER,,"POST COOK: (2) Buffalo Sauce + Wings, Toss",,04:00,,,04:45,,,b5d72ed5-d430-444c-b0b4-56ff6d0be6b3,,,
8011276,"6pc Boneless Wings, Wing Trip",2c15d1d9-6560-4e22-935c-ba2091a2b4f4,12,1,GARNISH,,,Parmesan Cheese,,,,,00:15,,,8ab86863-9d7a-4da9-b9cb-41634f253fa8,,,
8010062,"French Fries, Bellies",261fee20-4117-4fa3-81fa-6d13b1f57f03,2,1,GARNISH,,,Bellies Clamshell - Fries,,,,,00:30,,,f9c0980c-1e58-4c90-9859-5b7d4747ba18,,,
8010857,"Picante Bowl, PRESET",33d3c0c4-a032-438f-bcd5-1e3efc066f1b,22,13,GARNISH,,,Pickled Red Onions,,,,,00:15,,,4bc41e5f-e75b-4bc7-9b04-53093250015d,,,
8011327,Kale Junkie Salad,1f98eb44-77cb-430c-a0e1-f3b8e281a5ef,6,9,GARNISH,,,Extra Grilled Chicken,,,,,00:15,,,,,,
8009801,"Basil Fried Rice, Shrimp, Sri",a703c4a6-0a67-4ab7-bb6a-9aec4d47d164,2,2,GARNISH,,,Mix - Red Spatula,,,,,00:30,,,,,,
8010436,"Pizza Quattro Formaggi 12"", Alanza Pizza",59454831-a86e-4bdc-91b2-5662a99d9c67,1,3,GARNISH,,,(1 Portion Cup) Panna,,,,,00:45,,,5446a0bd-d858-4801-b3dd-c36a474038b5,,,
8010862,"Strawberry Pecan Salad, Royal Greens AB PRESET",42fe78f3-17c8-4111-99e0-075c8ea856a9,5,45,GARNISH,,,Dill,,,,,00:15,,,,,,
8011203,"Original Square Pizza, Di Fara (V1 Pilot)",b33d907c-9a00-4949-bb25-07b6f23a74f2,1,4,GARNISH,,,1oz Grated Parmesan,,,,,01:00,,,c3576957-2cf4-4895-86ee-94ccb330ff32,,,
8009955,"Chicken Tenders, Bellies",91e4735d-60cb-4f87-b785-b421f744837c,5,1,COMPLETE,,,Chicken Tenders,,,,05:00,00:30,,,637572b1-bf6a-4e71-99d2-c3ad3aa75094,,,
8010710,"BYO Beet & Goat Cheese  Salad, Royal Greens  AB PRESET",c0365b11-e13d-47b2-94e0-203051b4e752,5,45,GARNISH,,,Dill,,,,,00:15,,,,,,
8008645,"Fried Spicy Chicken Sandwich Deluxe, Street Bird",75c61fee-3d24-46a5-b33a-461d84354346,1,1,GARNISH,,,M's BBQ Sauce,,,,,00:15,,,a4b3ed0e-84a1-49c7-a728-c3cedf564c77,,,
8008793,"12pc Boneless BBQ Wings, Wing Trip",8767048c-06d4-4514-8c99-d708b0470ebc,3,1,COMPLETE,,,12pc Boneless BBQ Wings,,,,30:00,00:30,,,8ab86863-9d7a-4da9-b9cb-41634f253fa8,,,
8010463,"12"" Gluten-Free Pizza Classica, Alanza Pizza",b3781438-6a9a-40aa-abd5-620b108a7ea4,1,2,GARNISH,,,Alanza Pizza Sauce,,,,,00:30,,,1bb5b062-2f97-44df-a33f-cacc7ab5ab16,,,
8010459,"BYO Greens Bowl, Royal Greens BOWLDER- Primary ID",6d6bc641-7343-4d3d-a49a-de3540382e1d,5,13,GARNISH,,,Romaine- Fill Half,,,,,00:15,,,,,,
8010663,"BYO Giardino Bowl, Royal Greens PRESET",5ceda636-bb88-407a-8839-3d9f328e779b,4,2,COOK,WATER_BATH,,Grain Mix,,10:00,,,10:15,,,,MANDATORY_CHOICE,Base,Grains & Spring Mix
8011193,"Classic Red Top Pizza, Detroit Brick (V2 Pilot)",c769d7d4-6fdc-4720-b2d3-eea949dae088,3,2,GARNISH,,,Pizza- 4 Piece Cut,,,,,00:45,,,7350ff44-87e4-4693-956b-997d56375567,,,
8008410,"12pc Classic Buffalo Wings, Wing Trip",19cb5615-c9c1-4655-bb4d-cdd2887852ea,1,2,COOK,FRYER,,"POST COOK: (2) Buffalo Sauce + Wings, Toss - Bowl",,05:00,,,05:30,,,78b14a7d-0760-4e43-a14c-1b68948e6279,,,
8010437,"Pizza Piccante 12"", Alanza Pizza",c1f67c9e-3f6e-4041-bf0a-13546009fa94,2,1,COOK,PIZZA_CONVEYOR_OVEN,,Pizza ,,05:10,,,05:35,,,0f6cb20e-f820-4fc3-99d9-3eee3df223b4,,,
8010673,"BYO Beet & Goat Cheese Salad, Royal Greens PRESET",ac8245c4-ed19-4f9e-b451-b4b4c35d55eb,6,29,GARNISH,,,Rice Pearls,,,,,00:15,,,,,,
8008646,"Fried Spicy Chicken Sandwich, Street Bird",e7327c3f-2212-44ae-9759-a357993a0791,1,2,COOK,FRYER,,POSTCOOK: (3 Shake) Chicka Spice + Toss,4000457,05:00,,,05:15,,,7be19ffa-ee1c-4c43-91ac-7609a0bb326e,,,
8008644,"Fried Chicken Sandwich Deluxe, Street Bird",011e0e90-ea97-4e07-bab2-1a4ccfb7c5e4,1,4,COOK,FRYER,,POSTCOOK: No Cheese,,05:00,,,05:15,,,f8774df2-b3b0-4cf1-b830-2726cf923681,,,
8011272,"6pc Classic Wings, Wing Trip",a26b2991-2864-4365-bc47-9729e73c116b,11,7,GARNISH,,,Gochujang Blaze Wing,,,,,00:15,,,8ab86863-9d7a-4da9-b9cb-41634f253fa8,,,
8004637,"Burrito (BYO), Limesalt",86516038-cd3e-413a-8f37-4291ad98d301,23,1,GARNISH,,,Pico de Gallo,,,,,00:15,,,21c672fb-c4d3-4edc-84de-61ef6ad994fd,,,
8006911,"Spice Rubbed NY Strip, BF 3.0",3f216fb3-f41f-45e0-8b01-437184ccf7d5,2,7,COOK,TURBO_OVEN,,POST COOK: add temp stick to steak and PASS,,05:00,,,05:15,1e7659ba-9747-48ac-8615-965391bd4f22,64b05ff6-334a-4287-99cf-0e00876747dc,,DISH_PREFERENCE,Choose Your Temperature,Medium Rare
8010710,"BYO Beet & Goat Cheese  Salad, Royal Greens  AB PRESET",c0365b11-e13d-47b2-94e0-203051b4e752,5,1,GARNISH,,,Romaine- Fill to Line,,,,,00:15,,,,,,
8011274,"12pc Classic Wings, Wing Trip",0722d420-5f8f-4d50-b279-e968dbc58ced,6,5,COOK,FRYER,,POST COOK: Wings,,05:30,,,05:45,,,78b14a7d-0760-4e43-a14c-1b68948e6279,MANDATORY_CHOICE,Choose Your Flavor ,Buffalo
8011250,"General Tso's Chicken, Kin House (Microwave Pilot)",e2ac1f13-f7fa-4c24-b4bd-7b94f44eaf1d,5,2,GARNISH,,,"Sesame General Sauce, Scrape - Spatula",,,,,00:30,,,3b140291-de5b-43aa-9daf-a27201f8fa5f,,,
8010872,"Buffalo Salad, Royal Greens PRESET",200f439a-4d96-46be-9ace-5bb01674ee48,5,7,GARNISH,,,Shredded Kale- Fill to Line,,,,,00:15,,,,,,
8006447,"Regular Round Pizza (BYO), Di Fara 3.0",20fd34cf-7332-43a6-99d3-b7c14090f5be,3,6,GARNISH,,,No Basil,,,,,00:30,a25f8389-bc20-4179-a5fa-cd7b615e0d33,,c23de73a-8de6-4b73-ace5-b9f9f7b71b82,,,
8008266,"6pc Truffle Parmesan Wings, Wing Trip",daee8fef-8cfe-4d0f-a632-6940cf0b062b,1,2,COOK,FRYER,,"POST COOK: 3PT. Drizzle - White Truffle Oil, Toss",,06:30,,,06:45,,,5a204e74-cd6f-4533-939e-e35e44d688bb,,,
8010672,"BYO Marc Murphy’s Crispy Leaf & Feta Salad, Royal Greens PRESET",78cb25b9-32df-446f-8d06-a669149b4bc4,7,13,GARNISH,,,Roasted Garlic Red Wine Vinaigrette,,,,,00:15,,,,,,
8009955,"Chicken Tenders, Bellies",91e4735d-60cb-4f87-b785-b421f744837c,5,1,COMPLETE,,,Chicken Tenders,,,,05:00,00:30,,,be6ee657-c6da-434b-b4a1-f1f2e2abc2b4,,,
8009955,"Chicken Tenders, Bellies",91e4735d-60cb-4f87-b785-b421f744837c,1,1,COOK,FRYER,,(3) Breaded Chicken Tender ,4000477,02:30,,,02:45,,,95e7fd8f-eade-4a88-b9f8-ad16a4bf238b,,,
8009945,"Grilled Cheese, Bellies",96d1f290-e64d-4873-aa6a-ecf3698549f8,2,2,COOK,PRESS,,POSTCOOK: Bellies Clamshell,,01:30,,,01:45,,,,,,
8010902,"Cheesesteak Quesadilla (BYO), Limesalt",caa3b07d-3835-47bf-9f59-f03d2e4deec2,10,9,GARNISH,,,"Fold, right over left side",,,,,00:30,,,6d20ef4a-470d-40f1-9ed5-29073d1175d0,,,
8011197,"Buffalo Chicken Pizza, Detroit Brick (V2 Pilot)",38c099e2-9aee-452e-8f56-5ca930487133,3,6,GARNISH,,,No Pickled Celery,,,,,00:45,,,7350ff44-87e4-4693-956b-997d56375567,,,
8011251,"Sesame Chicken, Kin House (Microwave Pilot)",3cfab29a-f082-49b7-a869-eaa284f6a58b,2,2,COOK,MICROWAVE,,"(1 bag) Broccoli, Pour",,01:30,,,01:45,,,3b140291-de5b-43aa-9daf-a27201f8fa5f,,,
8010675,"BYO Winter Bowl, Royal Greens PRESET",994dfe63-229f-4ca0-8296-8663a1487a9a,6,30,GARNISH,,,Fried Shallots,,,,,00:15,,,,,,
8008422,"12pc Boneless Truffle Parmesan Wings, Wing Trip",6c605874-9f90-497f-a42f-4ce6c2144d8f,2,6,GARNISH,,,(2) (2oz Portion) Truffle Aioli,,,,,00:15,,,48886d75-03f4-4c9e-b76c-4757232d414e,,,
8010856,"Essentials Bowl, PRESET",6a58585b-12b2-465b-afef-f2cbcb44780c,22,1,GARNISH,,,Pico de Gallo,,,,,00:15,,,03158d04-8ba4-4230-85c8-f9f4ce4b200c,,,
8010707,"BYO Royal Roots  Bowl, Royal Greens AB PRESET",7a705195-24e4-4801-ad2f-3a34b688d550,7,4,GARNISH,,,Blue Cheese Dressing,,,,,00:15,,,,,,
8008643,"Fried Chicken Sandwich, Street Bird",26c36a79-8dfe-4fe1-85aa-43d3e27e836a,2,4,GARNISH,,,(3 ea) B&B Pickles,4000520,,,,01:00,,,7be19ffa-ee1c-4c43-91ac-7609a0bb326e,,,
8010853,"Ranchero Bowl, PRESET",e832aae2-196e-49a4-a492-f661a067e41e,22,3,GARNISH,,,Red Chili Salsa,,,,,00:15,,,6d20ef4a-470d-40f1-9ed5-29073d1175d0,,,
8009954,"Cheese Burger, Bellies",5b0df05e-947a-4323-be18-1bacf12e3ee0,3,5,GARNISH,,,Cheeseburger - Medium Honeycomb 14x16 Foil Paper,,,,,00:30,,,,,,
8010463,"12"" Gluten-Free Pizza Classica, Alanza Pizza",2caf56a7-07f4-443d-b19c-ac4d7a5b20bd,1,1,GARNISH,,,GLUTEN-FREE Crust,,,,,00:30,,,,,,
8010850,"Brown Rice Fajita Bowl, PRESET",3cfc0c93-c026-4591-9b0f-4f019cefac61,22,10,GARNISH,,,Guacamole,,,,,00:15,,,,,,
8007280,"6pc Nashville Hot Wings, Wing Trip",3204cb5e-a687-48b5-8e38-3592b1c49fa9,3,1,COMPLETE,,,6pc Nashville Hot Wings,9002117,,,30:00,00:30,,,173a2a80-d690-4f3c-a8cd-9fda611d95f0,,,
8010907,"BBQ Brisket Burrito, PRESET",5d720e36-973e-4957-bd5f-1ac70911b755,21,1,COOK,TURBO_OVEN,,Extra BBQ Brisket Burnt Ends - Small Black Mat,,03:45,,00:00,04:00,,,,,,
8010853,"Ranchero Bowl, PRESET",e832aae2-196e-49a4-a492-f661a067e41e,22,14,GARNISH,,,Lime Wedge,,,,,00:15,,,899334d9-14be-4976-9c01-966d8ab80d0c,,,
8010907,"BBQ Brisket Burrito, PRESET",649120e6-04c0-4a8c-a8fd-e83fd53399b9,23,12,GARNISH,,,Pickled Jalapeños,,,,,00:15,,,6d20ef4a-470d-40f1-9ed5-29073d1175d0,,,
8005007,"Quesadilla (BYO), Limesalt",b42b3650-6df1-4380-8f85-c31b7cfae2a6,12,2,GARNISH,,,Tomatillo Salsa - 2oz Portion Cup,,,,,00:15,,,,,,
8010062,"French Fries, Bellies",329b5b4a-5692-4756-9202-e2ef840d2baf,1,3,COOK,FRYER,,POST COOK: Bellies Clamshell - Fries,,04:00,,,04:45,,,a2014c14-0590-4bad-a873-cae501ca6611,,,
8008646,"Fried Spicy Chicken Sandwich, Street Bird",e7327c3f-2212-44ae-9759-a357993a0791,2,2,GARNISH,,,(6 Pt) Spicy Mayo  - Each Buns,4000498,,,,01:00,,,09411db3-02a8-45b9-8680-67aa78145a2a,,,
8005005,"Taco (BYO), Limesalt",0f4f71cb-c393-493a-9aef-f13fad942ebb,15,1,COOK,WATER_BATH,,Queso Blanco,,10:00,,,10:30,,,ffbdfdac-386a-4c97-8b26-a112c585a479,,,
8008646,"Fried Spicy Chicken Sandwich, Street Bird",e7327c3f-2212-44ae-9759-a357993a0791,2,2,GARNISH,,,(6 Pt) Spicy Mayo  - Each Buns,4000498,,,,01:00,,,9a64550c-b47a-42f2-8f67-112dda3e5d17,,,
8009955,"Chicken Tenders, Bellies",91e4735d-60cb-4f87-b785-b421f744837c,5,1,COMPLETE,,,Chicken Tenders,,,,05:00,00:30,,,e2b72e4a-7ca6-4629-8784-2be2d14ae854,,,
8008648,"M's Chicka Shake Crispy Chicken Tenders, Street Bird",ed8424c7-7549-4626-88da-82dcae3b27d9,3,1,VEND,,,Pickles,,,,,00:00,,,bc5e66d1-d7cd-4586-b559-7c3e693439b4,,,
8010909,"BBQ Brisket Taco, PRESET",22ead752-8401-4388-a19b-35fa262728a8,9,1,COOK,TURBO_OVEN,,Adobo Steak,,03:00,,,03:15,,,cbc46539-86cb-46ec-af3f-05fc0d7b3495,,,
8010858,"Basics Bowl, PRESET",30d31de1-5786-49ad-998d-6c94cd440d06,22,5,GARNISH,,,Shredded Cheese,,,,,00:15,,,bb0d7ffd-553f-40fb-a94b-61ec631a4345,,,
8010681,"BYO Spicy Tuna Poke Bowl, Hanu Poke PRESET",1c1481a5-73f2-4bf6-8bee-aed7801fd518,2,1,COMPLETE,,,Place in Bag,,,,30:00,00:05,,,,,,
8010907,"BBQ Brisket Burrito, PRESET",649120e6-04c0-4a8c-a8fd-e83fd53399b9,18,1,COOK,MICROWAVE,,Barbacoa,,00:40,,,01:00,,,bb0d7ffd-553f-40fb-a94b-61ec631a4345,,,
8010855,"Sabroso Bowl, PRESET",f2c5628e-6421-4074-b6fe-88974d01d2e6,9,1,COOK,TURBO_OVEN,,Adobo Steak,,03:00,,,03:15,,,bb0d7ffd-553f-40fb-a94b-61ec631a4345,,,
8010853,"Ranchero Bowl, PRESET",e832aae2-196e-49a4-a492-f661a067e41e,18,1,COOK,MICROWAVE,,"Extra: Barbacoa, Drained",,00:40,,,01:00,,,bb28f767-3cda-4865-9c65-1fdc0aff54cc,,,
8011275,"12pc Boneless Wings, Wing Trip",f48698f5-54df-45d3-b584-c50432e66f1a,11,13,GARNISH,,,Wings,,,,,00:15,,,173a2a80-d690-4f3c-a8cd-9fda611d95f0,,,
8010850,"Brown Rice Fajita Bowl, PRESET",d54a3538-8106-4511-90d3-f84735c8a3f9,15,1,COOK,MICROWAVE,,"Carnitas, Drained",,00:40,,,01:00,,,ba6162bb-1d84-47d2-aeef-0ee560a7cfd4,,,
8008651,"M's Chicka Shake Fried Chicken Wings, Street Bird",6a549ddf-6188-498d-93aa-06f7031b6900,2,3,GARNISH,,,Chicken Wings - Clamshell,,,,,01:00,,,0e7749c8-9c8d-4bda-b599-a5d30802f5f4,,,
8006907,"Rosemary Parmesan French Fries, BF 3.0",37559481-85bc-4562-9d3c-abcdbfc95997,1,2,COOK,FRYER,,POST COOK: (2 Shakes) Salt,,04:00,,,04:45,,,8cee2684-7b7a-45c1-ab79-21f3002ae9cb,,,
8008794,"12pc Boneless Hot Honey Wings, Wing Trip",9aae3593-fd22-4e3d-abde-57328a6935bb,1,1,COOK,FRYER,,(16) Boneless Wings,4000478,02:30,,,02:45,,,,,,
8005007,"Quesadilla (BYO), Limesalt",4f98955f-94b6-4c0f-bf0f-d8d861c340e3,12,5,GARNISH,,,Cilantro - 2oz Portion Cup,,,,,00:15,,,5bd779ff-652f-4eb9-a06e-d64e80c87335,,,
8009955,"Chicken Tenders, Bellies",91e4735d-60cb-4f87-b785-b421f744837c,2,1,GARNISH,,,Breaded Chicken Tender - Bellies Clamshell,,,,,00:15,,,2a8c1789-f154-4ed7-9010-dc0e2ba04c69,,,
8010664,"BYO Greek Salad, Royal Greens PRESET",4d5b2147-437c-41db-b6d1-947f329e9831,7,7,GARNISH,,,Green Goddess Dressing,,,,,00:15,,,,,,
8010062,"French Fries, Bellies",329b5b4a-5692-4756-9202-e2ef840d2baf,1,1,COOK,FRYER,,Fries,4000053,04:00,,,04:45,,,29bb3506-1393-4df1-821a-7acd8e877462,,,
8010904,"Bowl (BYO), Yasas (Rice Pilot)",17b53ed1-8761-4f64-923b-e0b89eb1f352,1,1,GARNISH,,,Red Wine Vinaigrette,,,,,00:05,,,,,,
8011001,"Autumn Orchard Bowl, Royal Greens AB PRESET",a8e5d9da-7a17-458f-af3c-2850079a15fd,2,1,COMPLETE,,,Pita Bread - Small Branded Sleeve,9001888,,,30:00,00:05,,,,,,
8010431,"Pizza Vodka 12"", Alanza Pizza",5b31c3ce-638a-4daf-81c9-828463d13973,1,1,GARNISH,,,"12"" Round Pizza Crust",,,,,00:30,,,76915715-7bc5-49a4-83b7-706e8cc5e507,,,
8008646,"Fried Spicy Chicken Sandwich, Street Bird",e7327c3f-2212-44ae-9759-a357993a0791,2,3,GARNISH,,,No Spicy Mayo,,,,,01:00,,,a8efc553-fe3d-486a-82e3-928103b0c525,,,
8010062,"French Fries, Bellies",261fee20-4117-4fa3-81fa-6d13b1f57f03,2,1,GARNISH,,,Bellies Clamshell - Fries,,,,,00:30,,,def7af65-6502-440a-aa5b-092a01084052,,,
8008516,"French Fries, Wing Trip",d3cefbfa-c0a4-4213-8ce5-ba56a592ae0f,1,2,COOK,FRYER,,"POST COOK: (2 Shakes) Salt, Toss",,04:00,,,04:45,,,06f4880d-2140-4fad-8519-29cc686ef38e,,,
8010798,"French Fries, Bellies (Pilot)",ca3d6451-226d-4acc-8e63-b9e641693488,2,1,COMPLETE,,,French Fries,,,,05:00,00:30,,,73d86486-717a-4746-8830-b60c8de9d383,,,
8010985,"Cheesesteak Quesadilla, Limesalt PRESET",886c2bdc-8f5b-49ae-8cc3-a021fc4296a6,13,8,GARNISH,,,Pickled Red Onions - 2oz Portion Cup,,,,,00:15,,,cbc46539-86cb-46ec-af3f-05fc0d7b3495,,,
8011272,"6pc Classic Wings, Wing Trip",a26b2991-2864-4365-bc47-9729e73c116b,8,2,COOK,FRYER,,"POST COOK: (1) Mango Habanero Sauce + Wings, Toss - Bowl",,07:00,,,07:15,,,c96132be-e6a2-4b34-99ca-effe6d88246d,MANDATORY_CHOICE,Choose Your Flavor ,Mango Habanero
8011157,"Crispy Rice Lunch Box, Happy Tuna",fe74af8f-f50f-476b-85e2-43e415ca1f1f,1,7,GARNISH,,,Eel Cucumber Roll,,,,,09:00,,,,,,
8008568,"6pc Boneless Plain Wings, Wing Trip",20c94ebf-494b-442c-94ef-d129c47a3c8b,2,3,GARNISH,,,Wings ,,,,,00:15,,,c6bd9fd5-e01e-45ea-98e1-bb1d1db9b2cd,,,
8010687,"Beef Souvlaki & Tzatziki Sandwich PRESET, Yasas BYO",35079ed4-213a-4ea5-92ed-149e3ebc7976,6,1,COOK,TURBO_OVEN,,(1) Extra Chicken Souvlaki,,05:00,,,05:15,,,e5877acd-ac21-47b0-b0ad-32be2d1c3b0a,,,
8010062,"French Fries, Bellies",261fee20-4117-4fa3-81fa-6d13b1f57f03,3,1,VEND,,,Ketchup,,,,,00:00,,,f6003347-cab0-4c4f-9cc6-fbf54da723e4,,,
8010437,"Pizza Piccante 12"", Alanza Pizza",c1f67c9e-3f6e-4041-bf0a-13546009fa94,1,6,GARNISH,,,(1) Diced Mozzarella,,,,,00:45,,,a360d179-2d87-48fa-8987-f95dc7d1a574,,,
8009955,"Chicken Tenders, Bellies",daec5dd2-8335-45a0-855a-6858b0626e7c,5,1,COMPLETE,,,Chicken Tenders,,,,05:00,00:30,,,56bfbd5f-c32d-4060-abb6-d61c3deed6bc,,,
8010876,"Spicy Salmon Sashimi Salad, Royal Greens AB PRESET",5c1a3384-c254-4c69-8460-28257e6844b7,5,2,GARNISH,,,Kale- Fill to Line,,,,,00:15,,,,,,
8010929,Basics Bowl (RICE PILOT) PRESET,9be4947f-908d-46d8-9be9-8561431fa641,13,1,COOK,WATER_BATH,,Spiced Tofu,,10:00,,,10:30,,,,,,
8011272,"6pc Classic Wings, Wing Trip",a26b2991-2864-4365-bc47-9729e73c116b,4,3,COOK,FRYER,,"POST COOK: 3 Shakes Togarashi +  Wings, Toss - Bowl",,07:00,,,07:15,,,688c7b1f-6069-416b-b511-151a487a58b4,MANDATORY_CHOICE,Choose Your Flavor ,Teriyaki
8010470,"12"" Gluten-Free Pizza Vodka, Alanza Pizza",49f6cda0-5d81-4043-a900-44ff3c43b214,1,3,GARNISH,,,(1) Diced Mozzarella,,,,,00:30,,,7195ec9d-5091-4f95-b41a-85e47afa89fd,,,
8007280,"6pc Nashville Hot Wings, Wing Trip",3204cb5e-a687-48b5-8e38-3592b1c49fa9,1,3,COOK,FRYER,,"POST COOK: 5 Point Chili Oil + Wings, Toss - Bowl",,06:30,,,06:45,,,d3121070-2a89-457f-86e5-45163cf4bbe0,,,
8011194,"Spicy Pepperoni Pizza, Detroit Brick (V2 Pilot)",6b975c67-66ef-42c0-99c9-c38980acf7e7,1,3,GARNISH,,,"Spread, Calabrian Crushed Chili Peppers",,,,,00:45,,,7350ff44-87e4-4693-956b-997d56375567,,,
8009438,"House Salad, Detroit Brick",ebdf7999-097c-4bf2-a69d-78d8420ea182,1,5,GARNISH,,,Shredded Cheddar Cheese,,,,,00:15,,,,,,
8010915,"Zesty Chicken Souvlaki & Rice Bowl PRESET, Yasas BYO (RICE PILOT)",20b63ad7-5220-445c-a41f-cda3acbc4dbe,1,1,GARNISH,,,Harissa Dressing,,,,,00:05,,,,,,
8011167,"Nigiri Party Box, Happy Tuna",881426a9-ab87-48d6-96f6-d0f65e8db993,1,1,GARNISH,,,Nigiri Party Box,,,,,16:00,,,,,,
8009955,"Chicken Tenders, Bellies",91e4735d-60cb-4f87-b785-b421f744837c,1,1,COOK,FRYER,,(3) Breaded Chicken Tender ,4000477,02:30,,,02:45,,,235ede79-9990-4088-8313-2929bdfb109b,,,
8005610,"Southern Style Green Beans, Mr. D's",d2e4dfc6-b293-47f5-b048-c7aa92129704,1,1,COOK,TURBO_OVEN,,Southern Style Green Beans [Kit],,02:30,,,02:45,,,,,,
8011272,"6pc Classic Wings, Wing Trip",a26b2991-2864-4365-bc47-9729e73c116b,11,12,GARNISH,,,(1) Foil Sheet,,,,,00:15,,,f6b96cd4-17d0-455c-8d48-62d85962da4c,,,
8010857,"Picante Bowl, PRESET",33d3c0c4-a032-438f-bcd5-1e3efc066f1b,15,1,COOK,MICROWAVE,,"Carnitas, Drained",,00:40,,,01:00,,,cbc46539-86cb-46ec-af3f-05fc0d7b3495,,,
